     ,COLLEGE                                                        ,RANK    ,LOC ,CAT ,SX ,EWS ,PHASE
2045 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 382966 ,OU  ,OC  ,M  ,NO  ,P2
2046 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 383183 ,OU  ,BCD ,F  ,NO  ,P3
2047 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 385191 ,OU  ,ST  ,F  ,NO  ,P3
2048 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 387466 ,OU  ,OC  ,F  ,NO  ,P3
2049 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 387468 ,OU  ,BCD ,M  ,NO  ,P3
2050 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 390689 ,OU  ,OC  ,F  ,NO  ,P1
2051 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 400730 ,OU  ,OC  ,F  ,NO  ,P1
2052 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 400985 ,OU  ,OC  ,F  ,NO  ,P1
2053 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 403975 ,OU  ,BCD ,F  ,NO  ,P1
2054 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 415400 ,OU  ,OC  ,F  ,NO  ,P1
2055 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 416925 ,SVU ,BCA ,M  ,NO  ,P2
2056 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 421029 ,OU  ,OC  ,F  ,NO  ,P1
2057 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 423686 ,OU  ,OC  ,M  ,NO  ,P1
2058 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 427004 ,OU  ,BCE ,M  ,NO  ,P1
2059 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 428534 ,OU  ,OC  ,F  ,NO  ,P2
2060 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 429681 ,OU  ,BCD ,M  ,NO  ,P1
2061 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 431187 ,OU  ,BCB ,F  ,NO  ,P1
2062 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 432204 ,OU  ,BCB ,F  ,NO  ,P1
2063 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 441835 ,OU  ,OC  ,F  ,NO  ,P1
2064 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 443019 ,OU  ,BCD ,F  ,NO  ,P1
2065 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 443543 ,OU  ,BCD ,M  ,NO  ,P1
2066 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 446012 ,OU  ,OC  ,F  ,NO  ,P1
2067 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 447757 ,OU  ,OC  ,F  ,NO  ,P1
2068 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 452888 ,OU  ,OC  ,F  ,NO  ,P1
2069 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 454520 ,OU  ,BCB ,F  ,NO  ,P1
2070 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 455072 ,OU  ,BCA ,M  ,NO  ,P1
2071 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 456198 ,OU  ,BCB ,F  ,NO  ,P1
2072 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 465141 ,OU  ,BCE ,M  ,NO  ,P1
2073 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 465577 ,OU  ,OC  ,F  ,NO  ,P1
2074 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 527772 ,OU  ,OC  ,M  ,NO  ,P3
2075 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 537076 ,OU  ,BCB ,F  ,NO  ,P2
2076 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 544764 ,OU  ,OC  ,F  ,NO  ,P3
2077 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 573648 ,NL  ,OC  ,F  ,NO  ,P4
2078 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 577946 ,OU  ,OC  ,M  ,NO  ,P4
2079 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 595392 ,NL  ,OC  ,F  ,NO  ,P1
2080 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 624589 ,NL  ,OC  ,M  ,NO  ,P1
2081 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 642334 ,OU  ,OC  ,M  ,NO  ,P3
2082 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 698868 ,OU  ,ST  ,M  ,NO  ,P3
2083 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 704669 ,OU  ,OC  ,F  ,NO  ,P3
2084 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 710844 ,NL  ,OC  ,F  ,NO  ,P3
2085 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 764303 ,OU  ,OC  ,F  ,NO  ,P3
2086 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 777163 ,NL  ,OC  ,M  ,NO  ,P1
2087 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 819553 ,OU  ,OC  ,F  ,NO  ,P3
2088 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 901095 ,AU  ,BCA ,M  ,NO  ,P1
2089 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 923140 ,OU  ,BCD ,F  ,NO  ,P1
2090 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 926235 ,OU  ,OC  ,M  ,NO  ,P1
2091 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            ,1001854 ,OU  ,OC  ,M  ,NO  ,P1
2092 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            ,1072151 ,OU  ,BCD ,F  ,NO  ,P2
2093 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   ,  78590 ,NL  ,OC  ,M  ,NO  ,P2
2094 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   ,  86602 ,NL  ,OC  ,F  ,NO  ,P2
2095 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   ,  95478 ,NL  ,OC  ,M  ,NO  ,P2
2096 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   ,  95808 ,NL  ,OC  ,M  ,NO  ,P1
2097 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 104315 ,NL  ,OC  ,M  ,NO  ,P2
2098 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 107893 ,NL  ,OC  ,M  ,NO  ,P1
2099 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 139104 ,NL  ,BCE ,F  ,NO  ,P1
2100 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 184317 ,OU  ,BCE ,F  ,NO  ,P1
2101 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 185372 ,OU  ,BCE ,F  ,NO  ,P2
2102 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 186715 ,OU  ,BCE ,M  ,NO  ,P2
2103 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 187006 ,OU  ,BCE ,M  ,NO  ,P1
2104 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 190806 ,OU  ,BCE ,F  ,NO  ,P2
2105 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 193137 ,OU  ,BCE ,F  ,NO  ,P1
2106 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 194835 ,OU  ,BCE ,M  ,NO  ,P1
2107 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 195975 ,OU  ,BCE ,F  ,NO  ,P1
2108 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 203182 ,OU  ,BCE ,F  ,NO  ,P1
2109 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 203286 ,OU  ,BCE ,M  ,NO  ,P1
2110 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 205890 ,OU  ,BCE ,M  ,NO  ,P1
2111 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 207536 ,OU  ,BCE ,M  ,NO  ,P1
2112 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 209706 ,OU  ,OC  ,F  ,NO  ,P1
2113 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 211296 ,OU  ,BCE ,M  ,NO  ,P2
2114 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 211760 ,OU  ,OC  ,M  ,NO  ,P1
2115 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 214276 ,OU  ,BCE ,F  ,NO  ,P1
2116 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 215987 ,OU  ,BCE ,M  ,NO  ,P2
2117 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 218130 ,OU  ,BCE ,F  ,NO  ,P1
2118 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 218866 ,OU  ,BCE ,M  ,NO  ,P1
2119 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 219496 ,OU  ,BCE ,F  ,NO  ,P1
2120 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 219707 ,OU  ,BCE ,M  ,NO  ,P1
2121 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 221070 ,OU  ,BCE ,F  ,NO  ,P1
2122 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 221150 ,OU  ,OC  ,F  ,NO  ,P1
2123 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 221327 ,OU  ,BCE ,M  ,NO  ,P1
2124 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 221685 ,OU  ,OC  ,F  ,NO  ,P1
2125 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 223484 ,OU  ,BCE ,F  ,NO  ,P1
2126 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 226382 ,OU  ,OC  ,M  ,NO  ,P1
2127 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 228699 ,OU  ,OC  ,M  ,NO  ,P1
2128 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 232422 ,OU  ,BCE ,F  ,NO  ,P1
2129 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 234429 ,OU  ,BCB ,M  ,NO  ,P1
2130 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 234447 ,OU  ,BCE ,F  ,NO  ,P3
2131 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 277979 ,NL  ,OC  ,F  ,NO  ,P1
2132 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 288593 ,NL  ,OC  ,F  ,NO  ,P1
2133 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 483459 ,NL  ,OC  ,F  ,NO  ,P3
2134 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 509556 ,NL  ,BCE ,F  ,NO  ,P1
2135 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 529951 ,OU  ,BCE ,M  ,NO  ,P1
2136 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 535306 ,OU  ,BCE ,F  ,NO  ,P1
2137 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 548042 ,NL  ,OC  ,F  ,NO  ,P1
2138 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 577838 ,NL  ,OC  ,F  ,NO  ,P1
2139 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 579412 ,NL  ,BCE ,M  ,NO  ,P1
2140 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 598939 ,OU  ,OC  ,F  ,NO  ,P3
2141 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 607866 ,NL  ,OC  ,F  ,NO  ,P1
2142 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 628476 ,OU  ,OC  ,F  ,NO  ,P2
2143 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 640678 ,OU  ,BCE ,F  ,NO  ,P1
2144 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 644116 ,OU  ,BCE ,M  ,NO  ,P1
2145 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 699503 ,NL  ,OC  ,M  ,NO  ,P1
2146 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 703073 ,NL  ,BCE ,M  ,NO  ,P1
2147 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 745927 ,NL  ,OC  ,F  ,NO  ,P1
2148 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 749306 ,OU  ,OC  ,M  ,NO  ,P1
2149 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 811854 ,OU  ,BCE ,M  ,NO  ,P1
2150 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 822622 ,NL  ,OC  ,F  ,NO  ,P1
2151 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 823735 ,OU  ,OC  ,F  ,NO  ,P1
2152 ,DECCAN COLLEGE OF MEDICAL SCIENCES(MINORITY)                   , 837995 ,OU  ,OC  ,M  ,NO  ,P1
2153 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) ,  93920 ,NL  ,OC  ,M  ,NO  ,P2
2154 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) ,  94142 ,NL  ,OC  ,M  ,NO  ,P2
2155 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 108530 ,NL  ,OC  ,M  ,NO  ,P1
2156 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 110701 ,NL  ,OC  ,F  ,NO  ,P1
2157 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 115268 ,NL  ,OC  ,M  ,NO  ,P1
2158 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 119474 ,NL  ,OC  ,F  ,NO  ,P1
2159 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 194580 ,OU  ,BCE ,M  ,NO  ,P1
2160 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 211204 ,OU  ,BCE ,M  ,NO  ,P1
2161 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 217212 ,OU  ,BCE ,F  ,NO  ,P2
2162 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 227340 ,OU  ,BCE ,M  ,NO  ,P1
2163 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 231871 ,OU  ,OC  ,F  ,NO  ,P2
2164 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 235818 ,OU  ,BCE ,F  ,NO  ,P1
2165 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 235967 ,OU  ,BCE ,F  ,NO  ,P1
2166 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 240858 ,OU  ,OC  ,F  ,NO  ,P1
2167 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 248384 ,OU  ,BCE ,F  ,NO  ,P2
2168 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 256593 ,OU  ,BCE ,M  ,NO  ,P2
2169 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 257922 ,OU  ,BCE ,F  ,NO  ,P1
2170 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 258665 ,OU  ,OC  ,F  ,NO  ,P1
2171 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 265570 ,OU  ,BCE ,F  ,NO  ,P1
2172 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 271804 ,OU  ,BCE ,F  ,NO  ,P1
2173 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 276247 ,OU  ,BCE ,M  ,NO  ,P1
2174 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 276412 ,OU  ,BCE ,F  ,NO  ,P1
2175 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 287214 ,OU  ,BCE ,M  ,NO  ,P1
2176 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 291311 ,OU  ,BCE ,F  ,NO  ,P1
2177 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 296315 ,OU  ,BCB ,F  ,NO  ,P3
2178 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 297472 ,OU  ,BCE ,F  ,NO  ,P1
2179 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 297892 ,OU  ,BCE ,F  ,NO  ,P3
2180 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 301287 ,OU  ,BCE ,M  ,NO  ,P1
2181 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 304878 ,OU  ,BCE ,F  ,NO  ,P1
2182 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 310173 ,OU  ,ST  ,F  ,NO  ,P1
2183 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 319637 ,OU  ,BCE ,F  ,NO  ,P1
2184 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 341482 ,OU  ,OC  ,F  ,NO  ,P1
2185 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 345547 ,OU  ,OC  ,F  ,NO  ,P1
2186 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 345673 ,OU  ,OC  ,F  ,NO  ,P1
2187 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 349041 ,OU  ,OC  ,M  ,NO  ,P1
2188 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 349109 ,OU  ,BCE ,M  ,NO  ,P1
2189 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 351055 ,OU  ,BCE ,F  ,NO  ,P1
2190 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 451759 ,NL  ,OC  ,F  ,NO  ,P1
2191 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 519473 ,NL  ,OC  ,M  ,NO  ,P1
2192 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 580241 ,OU  ,OC  ,M  ,NO  ,P3
2193 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 663602 ,OU  ,BCE ,M  ,NO  ,P2
2194 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 669391 ,OU  ,BCE ,F  ,NO  ,P3
2195 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 678617 ,OU  ,BCE ,F  ,NO  ,P2
2196 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 723950 ,OU  ,BCB ,F  ,NO  ,P2
2197 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 726756 ,NL  ,OC  ,F  ,NO  ,P1
2198 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 745437 ,OU  ,BCE ,F  ,NO  ,P1
2199 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 747425 ,OU  ,OC  ,M  ,NO  ,P1
2200 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 818692 ,NL  ,OC  ,M  ,NO  ,P1
2201 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 842113 ,NL  ,BCE ,F  ,NO  ,P3
2202 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 852628 ,OU  ,OC  ,M  ,NO  ,P1
2203 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 879086 ,OU  ,OC  ,M  ,NO  ,P1
2204 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 881798 ,OU  ,OC  ,F  ,NO  ,P1
2205 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 888215 ,OU  ,BCE ,M  ,NO  ,P1
2206 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 908035 ,OU  ,BCE ,F  ,NO  ,P1
2207 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) , 920868 ,OU  ,BCE ,F  ,NO  ,P1
2208 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) ,1034971 ,OU  ,BCE ,M  ,NO  ,P1
2209 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) ,1041371 ,OU  ,BCE ,M  ,NO  ,P1
2210 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) ,1056100 ,OU  ,BCE ,F  ,NO  ,P1
2211 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) ,1088235 ,NL  ,BCE ,F  ,NO  ,P1
2212 ,SHADAN INSTITUTE OF MEDICAL SCIENCES RESEARCH CENTRE(MINORITY) ,1176457 ,OU  ,BCE ,F  ,NO  ,P1
2213 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 103319 ,NL  ,OC  ,M  ,NO  ,P2
2214 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 104434 ,NL  ,OC  ,M  ,NO  ,P2
2215 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 127166 ,NL  ,BCE ,M  ,NO  ,P1
2216 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 137706 ,NL  ,OC  ,M  ,NO  ,P1
2217 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 139985 ,NL  ,OC  ,M  ,NO  ,P1
2218 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 316610 ,NL  ,OC  ,F  ,NO  ,P4
2219 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 317712 ,NL  ,OC  ,F  ,NO  ,P5
2220 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 357794 ,OU  ,OC  ,M  ,NO  ,P3
2221 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 368630 ,OU  ,OC  ,M  ,NO  ,P1
2222 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 374446 ,OU  ,BCE ,M  ,NO  ,P1
2223 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 378485 ,OU  ,BCE ,F  ,NO  ,P1
2224 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 380829 ,OU  ,BCE ,M  ,NO  ,P1
2225 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 388023 ,OU  ,BCE ,F  ,NO  ,P1
2226 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 390178 ,OU  ,BCE ,M  ,NO  ,P2
2227 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 392205 ,OU  ,BCE ,M  ,NO  ,P1
2228 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 399159 ,OU  ,OC  ,F  ,NO  ,P1
2229 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 414638 ,OU  ,BCE ,M  ,NO  ,P1
2230 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 417066 ,OU  ,OC  ,M  ,NO  ,P2
2231 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 421513 ,OU  ,BCE ,M  ,NO  ,P1
2232 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 427344 ,OU  ,BCE ,F  ,NO  ,P1
2233 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 429453 ,OU  ,BCE ,F  ,NO  ,P1
2234 ,AYAAN INSTITUTE OF MEDICAL SCIENCES(MINORITY)                  , 432091 ,OU  ,BCE ,F  ,NO  ,P1
