     ,COLLEGE                                                        ,RANK    ,LOC ,CAT ,SX ,EWS ,PHASE
1856 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 201906 ,NL  ,OC  ,F  ,NO  ,P2
1857 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 202465 ,NL  ,OC  ,M  ,NO  ,P2
1858 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 205500 ,SVU ,BCA ,F  ,NO  ,P1
1859 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 205790 ,NL  ,OC  ,F  ,NO  ,P2
1860 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 208467 ,AU  ,OC  ,F  ,NO  ,P2
1861 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 210587 ,NL  ,OC  ,M  ,NO  ,P1
1862 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 211327 ,NL  ,OC  ,M  ,NO  ,P2
1863 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 211981 ,NL  ,OC  ,M  ,NO  ,P2
1864 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 212857 ,NL  ,OC  ,F  ,NO  ,P1
1865 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 214968 ,NL  ,OC  ,F  ,NO  ,P2
1866 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 217949 ,NL  ,OC  ,F  ,NO  ,P1
1867 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 227499 ,NL  ,OC  ,M  ,NO  ,P1
1868 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 232938 ,NL  ,BCE ,F  ,NO  ,P1
1869 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 232980 ,NL  ,BCD ,F  ,NO  ,P1
1870 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 234479 ,NL  ,BCB ,M  ,NO  ,P1
1871 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 235767 ,AU  ,OC  ,F  ,NO  ,P1
1872 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 237459 ,NL  ,OC  ,M  ,NO  ,P1
1873 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 237966 ,NL  ,OC  ,F  ,NO  ,P5
1874 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 238958 ,NL  ,SC  ,F  ,NO  ,P1
1875 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 239737 ,NL  ,OC  ,M  ,NO  ,P1
1876 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 239889 ,NL  ,OC  ,M  ,NO  ,P1
1877 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 242081 ,NL  ,OC  ,F  ,NO  ,P1
1878 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 256942 ,NL  ,OC  ,F  ,NO  ,P5
1879 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 258225 ,NL  ,OC  ,M  ,NO  ,P5
1880 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 284104 ,OU  ,BCB ,F  ,NO  ,P5
1881 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 321120 ,NL  ,OC  ,F  ,NO  ,P5
1882 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 321389 ,NL  ,OC  ,M  ,NO  ,P4
1883 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 331692 ,SVU ,OC  ,M  ,NO  ,P5
1884 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 341929 ,OU  ,BCB ,M  ,NO  ,P1
1885 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 430590 ,OU  ,OC  ,F  ,NO  ,P1
1886 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 436379 ,OU  ,OC  ,F  ,NO  ,P3
1887 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 453031 ,OU  ,OC  ,F  ,NO  ,P3
1888 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 455719 ,OU  ,SC  ,F  ,NO  ,P3
1889 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 458114 ,OU  ,ST  ,F  ,NO  ,P1
1890 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 463218 ,OU  ,BCE ,F  ,NO  ,P1
1891 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 463913 ,OU  ,BCB ,M  ,NO  ,P3
1892 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 477881 ,OU  ,OC  ,F  ,NO  ,P3
1893 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 485947 ,OU  ,BCA ,F  ,NO  ,P1
1894 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 486089 ,OU  ,BCD ,M  ,NO  ,P1
1895 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 488741 ,OU  ,OC  ,F  ,NO  ,P1
1896 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 492836 ,OU  ,BCB ,M  ,NO  ,P1
1897 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 496665 ,OU  ,BCE ,F  ,NO  ,P3
1898 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 499632 ,OU  ,BCD ,F  ,NO  ,P1
1899 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 500528 ,OU  ,OC  ,F  ,NO  ,P1
1900 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 502225 ,OU  ,SC  ,F  ,NO  ,P1
1901 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 504704 ,OU  ,ST  ,F  ,NO  ,P3
1902 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 508646 ,OU  ,BCC ,F  ,NO  ,P1
1903 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 510210 ,OU  ,BCD ,F  ,NO  ,P3
1904 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 511243 ,OU  ,BCE ,F  ,NO  ,P1
1905 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 514607 ,OU  ,BCD ,F  ,NO  ,P3
1906 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 516206 ,OU  ,OC  ,F  ,NO  ,P3
1907 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 518978 ,OU  ,BCD ,F  ,NO  ,P1
1908 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 519716 ,OU  ,OC  ,F  ,NO  ,P3
1909 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 522213 ,OU  ,BCA ,F  ,NO  ,P1
1910 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 531078 ,OU  ,OC  ,M  ,NO  ,P1
1911 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 531183 ,OU  ,BCB ,M  ,NO  ,P1
1912 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 532618 ,OU  ,BCD ,M  ,NO  ,P5
1913 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 533057 ,OU  ,OC  ,F  ,NO  ,P4
1914 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 534329 ,OU  ,OC  ,M  ,NO  ,P1
1915 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 537292 ,OU  ,OC  ,M  ,NO  ,P4
1916 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 537331 ,OU  ,OC  ,F  ,NO  ,P4
1917 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 538736 ,OU  ,OC  ,F  ,NO  ,P1
1918 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 539828 ,OU  ,SC  ,F  ,NO  ,P1
1919 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 541328 ,OU  ,SC  ,F  ,NO  ,P4
1920 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 541524 ,OU  ,BCB ,F  ,NO  ,P5
1921 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 543223 ,OU  ,OC  ,M  ,NO  ,P5
1922 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 556702 ,NL  ,OC  ,F  ,NO  ,P4
1923 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 568049 ,OU  ,BCD ,F  ,NO  ,P4
1924 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 591049 ,AU  ,OC  ,M  ,NO  ,P4
1925 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 626029 ,NL  ,OC  ,F  ,NO  ,P5
1926 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 648768 ,NL  ,OC  ,M  ,NO  ,P1
1927 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 741423 ,OU  ,BCD ,F  ,NO  ,P2
1928 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 759845 ,OU  ,SC  ,M  ,NO  ,P4
1929 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 769401 ,OU  ,BCA ,F  ,NO  ,P5
1930 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 783706 ,OU  ,OC  ,M  ,NO  ,P5
1931 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 784057 ,OU  ,BCB ,F  ,NO  ,P4
1932 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 807750 ,OU  ,OC  ,F  ,NO  ,P2
1933 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 825624 ,OU  ,SC  ,M  ,NO  ,P3
1934 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 828627 ,OU  ,OC  ,M  ,NO  ,P2
1935 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 829361 ,SVU ,OC  ,M  ,NO  ,P3
1936 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 895821 ,OU  ,OC  ,M  ,NO  ,P1
1937 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 905080 ,OU  ,ST  ,F  ,NO  ,P2
1938 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 969212 ,OU  ,OC  ,F  ,NO  ,P4
1939 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             , 988546 ,OU  ,OC  ,F  ,NO  ,P5
1940 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             ,1010780 ,NL  ,OC  ,F  ,NO  ,P4
1941 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             ,1014758 ,OU  ,BCD ,M  ,NO  ,P5
1942 ,"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR"             ,1208628 ,OU  ,BCD ,M  ,NO  ,P4
1943 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 139069 ,NL  ,OC  ,F  ,NO  ,P1
1944 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 139229 ,NL  ,OC  ,F  ,NO  ,P1
1945 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 139300 ,NL  ,OC  ,M  ,NO  ,P1
1946 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 139840 ,NL  ,OC  ,F  ,NO  ,P1
1947 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 140069 ,NL  ,OC  ,M  ,NO  ,P1
1948 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 140708 ,NL  ,OC  ,F  ,NO  ,P1
1949 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 141295 ,NL  ,BCD ,F  ,NO  ,P1
1950 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 141317 ,NL  ,OC  ,F  ,NO  ,P1
1951 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 170448 ,OU  ,OC  ,F  ,NO  ,P1
1952 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 312592 ,OU  ,OC  ,F  ,NO  ,P1
1953 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 347283 ,OU  ,SC  ,F  ,NO  ,P2
1954 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 374916 ,OU  ,OC  ,F  ,NO  ,P2
1955 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 398643 ,OU  ,BCC ,F  ,NO  ,P3
1956 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 407720 ,OU  ,BCB ,F  ,NO  ,P1
1957 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 417092 ,OU  ,SC  ,F  ,NO  ,P3
1958 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 429527 ,OU  ,OC  ,F  ,NO  ,P1
1959 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 440711 ,OU  ,BCB ,F  ,NO  ,P1
1960 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 444677 ,OU  ,SC  ,F  ,NO  ,P3
1961 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 446275 ,OU  ,OC  ,F  ,NO  ,P1
1962 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 452881 ,OU  ,OC  ,F  ,NO  ,P1
1963 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 453380 ,OU  ,BCD ,F  ,NO  ,P1
1964 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 453694 ,OU  ,OC  ,F  ,NO  ,P1
1965 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 458162 ,OU  ,SC  ,M  ,NO  ,P3
1966 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 458737 ,AU  ,BCC ,F  ,NO  ,P2
1967 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 466369 ,OU  ,BCC ,F  ,NO  ,P1
1968 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 474237 ,OU  ,OC  ,F  ,NO  ,P3
1969 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 478652 ,OU  ,BCD ,F  ,NO  ,P3
1970 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 478772 ,OU  ,OC  ,F  ,NO  ,P1
1971 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 480724 ,OU  ,OC  ,M  ,NO  ,P1
1972 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 484306 ,OU  ,BCB ,F  ,NO  ,P3
1973 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 485064 ,OU  ,BCB ,F  ,NO  ,P1
1974 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 486145 ,OU  ,BCB ,F  ,NO  ,P3
1975 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 491669 ,OU  ,OC  ,F  ,NO  ,P1
1976 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 493012 ,OU  ,BCD ,M  ,NO  ,P1
1977 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 502048 ,OU  ,OC  ,F  ,NO  ,P1
1978 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 506448 ,OU  ,BCE ,F  ,NO  ,P1
1979 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 507840 ,OU  ,BCE ,M  ,NO  ,P1
1980 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 508549 ,OU  ,BCD ,F  ,NO  ,P1
1981 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 511898 ,OU  ,BCB ,M  ,NO  ,P1
1982 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 516722 ,OU  ,ST  ,F  ,NO  ,P1
1983 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 516904 ,NL  ,OC  ,F  ,NO  ,P2
1984 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 517061 ,OU  ,BCB ,F  ,NO  ,P1
1985 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 520540 ,OU  ,OC  ,M  ,NO  ,P1
1986 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 521499 ,OU  ,BCD ,F  ,NO  ,P1
1987 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 521721 ,OU  ,ST  ,F  ,NO  ,P1
1988 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 522356 ,OU  ,OC  ,F  ,NO  ,P1
1989 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 524302 ,OU  ,ST  ,F  ,NO  ,P1
1990 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 527501 ,OU  ,BCB ,M  ,NO  ,P1
1991 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 527796 ,OU  ,BCD ,F  ,NO  ,P1
1992 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 529929 ,OU  ,BCB ,F  ,NO  ,P1
1993 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 530088 ,OU  ,BCB ,M  ,NO  ,P1
1994 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 530326 ,OU  ,OC  ,M  ,NO  ,P1
1995 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 530473 ,OU  ,BCB ,F  ,NO  ,P1
1996 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 530489 ,OU  ,BCB ,M  ,NO  ,P1
1997 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 559329 ,OU  ,OC  ,M  ,NO  ,P4
1998 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 567850 ,NL  ,OC  ,M  ,NO  ,P4
1999 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 583399 ,NL  ,OC  ,F  ,NO  ,P4
2000 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 614568 ,OU  ,BCB ,M  ,NO  ,P2
2001 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 614772 ,OU  ,OC  ,F  ,NO  ,P1
2002 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 629921 ,NL  ,ST  ,M  ,NO  ,P2
2003 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 631790 ,OU  ,SC  ,M  ,NO  ,P3
2004 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 745958 ,OU  ,BCD ,F  ,NO  ,P2
2005 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 749262 ,OU  ,BCE ,M  ,NO  ,P3
2006 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 753306 ,NL  ,OC  ,M  ,NO  ,P2
2007 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 762134 ,OU  ,BCE ,F  ,NO  ,P3
2008 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 772095 ,OU  ,BCD ,F  ,NO  ,P2
2009 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 772557 ,NL  ,OC  ,M  ,NO  ,P2
2010 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 781159 ,NL  ,OC  ,F  ,NO  ,P2
2011 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 790386 ,AU  ,OC  ,F  ,NO  ,P3
2012 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 791951 ,NL  ,OC  ,F  ,NO  ,P2
2013 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 793397 ,NL  ,OC  ,M  ,NO  ,P2
2014 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 800132 ,OU  ,OC  ,M  ,NO  ,P2
2015 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       , 918060 ,OU  ,OC  ,F  ,NO  ,P1
2016 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       ,1009749 ,NL  ,OC  ,M  ,NO  ,P2
2017 ,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL"       ,1041948 ,NL  ,BCA ,F  ,NO  ,P2
2018 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 103053 ,NL  ,OC  ,M  ,NO  ,P2
2019 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 106570 ,NL  ,OC  ,M  ,NO  ,P1
2020 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 109906 ,NL  ,OC  ,M  ,NO  ,P1
2021 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 112397 ,NL  ,OC  ,F  ,NO  ,P1
2022 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 126312 ,NL  ,OC  ,F  ,NO  ,P1
2023 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 128366 ,NL  ,OC  ,M  ,NO  ,P1
2024 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 129521 ,NL  ,OC  ,M  ,NO  ,P1
2025 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 129952 ,NL  ,OC  ,M  ,NO  ,P1
2026 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 235806 ,OU  ,BCB ,M  ,NO  ,P2
2027 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 276991 ,OU  ,BCA ,M  ,NO  ,P1
2028 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 278121 ,OU  ,OC  ,M  ,NO  ,P2
2029 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 289292 ,OU  ,OC  ,M  ,NO  ,P2
2030 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 301177 ,OU  ,BCD ,F  ,NO  ,P1
2031 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 301880 ,NL  ,OC  ,F  ,NO  ,P2
2032 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 313104 ,OU  ,OC  ,F  ,NO  ,P1
2033 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 317705 ,NL  ,OC  ,M  ,NO  ,P2
2034 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 325885 ,OU  ,BCB ,F  ,NO  ,P1
2035 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 340287 ,OU  ,BCD ,M  ,NO  ,P2
2036 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 345342 ,OU  ,BCB ,M  ,NO  ,P1
2037 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 345790 ,OU  ,BCD ,F  ,NO  ,P1
2038 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 359799 ,OU  ,OC  ,F  ,NO  ,P2
2039 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 359915 ,OU  ,OC  ,F  ,NO  ,P2
2040 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 361445 ,OU  ,OC  ,F  ,NO  ,P1
2041 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 363699 ,OU  ,OC  ,M  ,NO  ,P1
2042 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 372247 ,OU  ,SC  ,F  ,NO  ,P1
2043 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 376295 ,OU  ,BCB ,M  ,NO  ,P1
2044 ,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL"            , 380685 ,OU  ,OC  ,F  ,NO  ,P1
