COLLEGE,RANK,LOC,CAT,SX,MINOR,NRI,ACDS,EWS,PHASE
"RVM MEDICAL COLLEGE, MULUGU",364165,OU,SC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",365978,OU,BCD,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",367433,OU,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",368664,OU,BCA,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",368784,OU,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",372207,OU,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",372733,OU,BCE,M,MSM,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",374099,OU,BCD,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",374520,OU,SC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",375353,OU,BCD,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",379510,OU,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",380673,OU,BCB,M,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",380826,OU,BCA,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",381882,OU,OC,F,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",382777,OU,OC,F,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",382966,OU,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",383283,OU,BCB,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",385638,OU,BCB,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",387681,OU,BCD,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",389893,OU,BCB,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",390149,OU,ST,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",390604,OU,OC,F,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",390918,OU,BCD,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",391668,OU,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",467365,OU,OC,M,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",725074,OU,OC,M,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",742190,OU,BCB,F,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",753043,OU,OC,F,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",763024,OU,BCB,F,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",778274,OU,OC,F,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",821949,OU,SC,F,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",828627,OU,OC,M,MSM,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",855998,OU,OC,M,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",925839,OU,BCE,M,MSM,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",983046,OU,OC,F,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",1021100,OU,BCD,M,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",1021981,OU,BCD,F,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",1062396,OU,BCB,M,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",1113215,OU,BCC,F,,NRI,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",97342,NL,OC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",120029,NL,OC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",120177,NL,OC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",125058,AU,OC,M,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",127068,NL,OC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",127612,NL,OC,F,MSM,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",128364,NL,OC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",129164,NL,OC,M,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",256593,OU,BCE,M,MSM,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",282090,OU,BCB,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",306953,OU,OC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",312188,OU,OC,F,MSM,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",335491,OU,OC,F,MSM,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",371870,OU,BCD,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",394113,OU,OC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",401881,OU,SC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",403807,OU,SC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",419283,OU,BCB,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",426148,OU,SC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",431380,OU,OC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",433445,OU,BCB,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",435672,OU,OC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",440849,OU,BCD,M,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",444671,OU,BCD,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",445750,OU,OC,M,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",445795,OU,BCB,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",450918,OU,BCB,M,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",451491,OU,OC,M,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",453468,OU,BCE,M,MSM,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",463600,OU,BCB,M,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",464311,OU,BCB,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",465187,OU,BCD,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",465534,OU,SC,M,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",468072,OU,OC,M,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",468339,OU,OC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",468602,OU,SC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",469454,OU,OC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",470710,OU,SC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",470881,OU,ST,M,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",471571,OU,BCD,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",473058,OU,BCD,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",473230,OU,OC,F,,NRI,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",474237,OU,OC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",475302,OU,SC,M,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",476136,OU,OC,F,,NRI,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",478167,OU,BCB,M,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",478519,OU,BCD,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",478652,OU,BCD,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",478798,OU,ST,M,,NRI,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",479533,OU,OC,M,,NRI,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",479640,OU,OC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",480257,OU,OC,F,,,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",511110,OU,BCB,F,,NRI,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",610965,NL,OC,M,,NRI,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",719427,NL,OC,M,,NRI,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",885797,OU,BCE,M,MSM,NRI,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",970128,OU,SC,M,,NRI,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",1029097,OU,SC,M,,NRI,,,P1
"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",1163310,OU,BCA,M,,NRI,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",117433,NL,OC,M,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",129473,NL,OC,M,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",132367,NL,OC,M,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",133050,NL,OC,M,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",133146,NL,OC,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",134652,NL,OC,M,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",135807,NL,OC,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",135852,NL,OC,M,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",293925,NL,OC,F,,NRI,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",374357,OU,BCE,F,MSM,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",404685,OU,OC,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",435797,OU,BCB,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",451156,OU,OC,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",455351,OU,OC,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",456623,OU,BCA,M,,NRI,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",460318,OU,ST,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",460830,OU,ST,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",463465,OU,OC,M,,NRI,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",465363,OU,OC,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",467741,OU,OC,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",475696,OU,OC,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",480585,OU,OC,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",481071,OU,BCB,M,,NRI,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",483811,OU,BCE,M,MSM,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",486313,OU,BCD,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",486394,OU,SC,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",488924,OU,BCB,M,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",489376,OU,BCA,M,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",491988,OU,BCB,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",493067,OU,OC,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",493981,OU,OC,M,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",494183,OU,OC,F,,NRI,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",494882,OU,BCA,F,,NRI,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",495063,OU,OC,M,,NRI,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",496665,OU,BCE,F,MSM,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",496715,OU,OC,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",497572,OU,BCD,M,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",498638,OU,OC,M,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",501748,OU,BCE,M,MSM,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",501938,OU,OC,M,MSM,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",502611,OU,BCD,M,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",503050,OU,BCA,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",503519,OU,BCB,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",504948,OU,OC,M,,,YES,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",505034,OU,ST,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",505594,OU,BCA,M,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",507336,NL,OC,M,,NRI,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",507396,OU,BCC,F,,NRI,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",510447,OU,BCA,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",510664,OU,BCD,F,,NRI,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",513151,OU,BCD,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",513178,OU,OC,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",513554,OU,OC,F,,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",513709,OU,OC,M,MSM,,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",547411,SVU,OC,F,,NRI,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",621195,NL,BCC,F,,NRI,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",911157,NL,OC,F,MSM,NRI,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",970816,NL,OC,F,,NRI,,,P1
"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU",1068563,NL,OC,M,,NRI,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",76210,NL,OC,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",81346,NL,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",85287,NL,OC,M,MSM,NRI,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",87706,SVU,OC,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",90882,AU,OC,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",91933,NL,OC,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",92888,SVU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",92980,AU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",94217,NL,OC,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",96216,SVU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",96355,NL,OC,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",177685,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",179029,OU,BCB,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",179983,OU,BCB,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",181534,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",186262,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",186647,OU,BCD,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",189293,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",191809,OU,BCB,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",194654,OU,BCD,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",197920,OU,OC,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",207110,OU,BCB,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",208364,OU,OC,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",211989,OU,BCB,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",219747,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",220561,OU,OC,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",221252,OU,BCD,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",221630,OU,BCB,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",224270,OU,BCB,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",227045,OU,BCD,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",229815,OU,BCD,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",230327,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",231806,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",237732,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",238454,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",238967,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",240829,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",240870,OU,OC,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",241103,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",242218,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",242847,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",246819,OU,BCD,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",248636,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",250643,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",251782,OU,BCD,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",252667,OU,OC,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",252814,OU,BCD,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",254861,OU,BCD,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",254911,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",255165,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",259978,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",261235,OU,BCD,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",261353,OU,BCE,F,MSM,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",263609,OU,OC,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",264695,OU,BCD,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",264844,OU,BCB,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",265254,OU,BCB,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",269150,OU,BCB,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",269249,OU,BCB,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",271139,OU,OC,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",271599,OU,OC,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",271680,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",271732,OU,BCB,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",272425,OU,BCB,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",276223,OU,BCB,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",276623,OU,BCD,M,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",278037,OU,BCB,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",278121,OU,OC,M,MSM,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",278624,OU,OC,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",280006,OU,BCB,F,,,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",416936,AU,BCB,F,,NRI,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",580344,OU,OC,F,,NRI,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",623222,OU,OC,M,,NRI,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",707195,OU,OC,F,,NRI,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",807785,OU,OC,F,,NRI,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",881453,OU,BCB,F,,NRI,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",919540,SVU,OC,F,,NRI,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",932007,NL,OC,F,,NRI,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",946102,OU,OC,M,,NRI,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",952800,OU,OC,F,,NRI,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",1078398,OU,ST,M,,NRI,,,P1
"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",1209284,NL,SC,F,,NRI,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",74726,NL,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",85918,NL,OC,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",87206,NL,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",89941,NL,OC,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",90054,NL,OC,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",90695,NL,OC,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",91351,NL,OC,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",91932,NL,OC,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",170192,OU,BCE,F,MSM,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",170509,OU,OC,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",180614,OU,BCB,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",185446,OU,OC,M,MSM,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",199003,OU,BCE,M,MSM,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",199011,OU,BCE,F,MSM,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",199059,OU,BCB,F,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",201738,OU,OC,M,,,,,P1
"BHASKAR MEDICAL COLLEGE, MOINABAD, RR",203509,OU,OC,F,,,,,P1
